name,city,type,link,note,conf
Kostel CČE Nusle,Praga,Musica,https://www.instagram.com/farnisbor_cce_nusle,"Chiesa evangelica usata come venue concerti, tappa tour Sangre de Muérdago",Certain
Grüntal,Winterthur,Musica,https://www.instagram.com/gruntalwinterthur,"Venue concerti, tappa tour Sangre de Muérdago",Certain
A Way,Liestal,Musica,https://www.instagram.com/away.liestal,"Venue concerti, tappa tour Sangre de Muérdago",Certain
Le Zoo Usine,Ginevra,Musica,https://www.instagram.com/zoo_usine,"Centro culturale/venue concerti, tappa tour Sangre de Muérdago",Certain
Ban Yerevan,Erevan,Musica,https://www.instagram.com/ban_yerevan,Bar/club musica elettronica,Certain
NOPA Festival,Erevan,Musica,https://www.instagram.com/nopa.sound,Festival for sonic arts. Handle corretto dopo verifica.,Certain
Dom im Berg,Graz,Arte,https://www.instagram.com/domimberg,Sala eventi/arte dentro una montagna,Certain
Intertonale,Scheibbs,Musica,https://www.instagram.com/intertonale,"Seminario e festival musicale dal 2016 (citta corretta dopo verifica: era sbagliata, non Gresseneck)",Certain
Inseminoid,Innsbruck,Musica,https://www.instagram.com/inseminoid,Evento/collettivo musica elettronica,Certain
mdw (Universitat fur Musik),Vienna,Arte,https://www.instagram.com/mdw_wien,Universita di musica e arti performative,Certain
Sonic Territories,Vienna,Musica,https://www.instagram.com/sonicterritories,Festival/collettivo musica sperimentale,Certain
Unsafe+Sounds Festival,Vienna,Musica,https://www.instagram.com/unsafeandsounds,Festival musica sperimentale/noise dal 2015. Handle corretto dopo verifica.,Certain
Vienna Music Institute,Vienna,Arte,https://www.instagram.com/vienna_music_institute,Istituto musicale,Certain
Het Bos,Anversa,Misto,https://www.instagram.com/hetbos,Spazio arte/musica/teatro sperimentale,Certain
Botanique,Bruxelles,Musica,https://www.instagram.com/botanique_bxl,Sala concerti in un giardino botanico storico dal 1984. Handle corretto dopo verifica.,Certain
Kiosk Radio,Bruxelles,Musica,https://www.instagram.com/kiosk.radio,Web radio/collettivo musica elettronica. Handle corretto dopo verifica.,Certain
Novas Frequências,Rio de Janeiro,Musica,https://www.instagram.com/novasfrequencias,Festival musica sperimentale/contemporanea,Certain
Cecilia,San Paolo,Misto,https://www.instagram.com/ceciliacultural,Spazio culturale/musica. Handle corretto dopo verifica.,Certain
Entreposto,San Paolo,Misto,https://www.instagram.com/entreposto.sp,Spazio culturale/eventi,Certain
Veneno Radio,San Paolo,Musica,https://www.instagram.com/veneno.live,Web radio musica elettronica,Certain
MUTEK Montreal / Club SAT,Montréal,Digital art,https://www.instagram.com/mutekmontreal,"Festival internazionale creativita digitale, sede storica di MUTEK",Certain
Club SAT,Montréal,Digital art,https://www.instagram.com/sat_montreal,"Societe des Arts Technologiques, centro digital art",Certain
PHI Centre,Montréal,Arte,https://www.instagram.com/phicentre,Centro arte/cinema/musica multidisciplinare,Certain
Radio BYYB,Shanghai,Musica,https://www.instagram.com/byyb.radio,"Community radio a Changle Rd, scena elettronica underground (handle corretto dopo verifica: era sbagliato)",Certain
Tearoom Exit,Shanghai,Musica,https://www.instagram.com/exitshanghai,Club musica elettronica (handle corretto dopo verifica: era sbagliato),Certain
Abyss,Shanghai,Musica,https://www.instagram.com/abyss_shanghai,"Club hard techno/gender-expressive, ex ""151""",Certain
OIL,Shenzhen,Musica,https://www.instagram.com/oilclub_official,"Storico club underground dal 2017, sistema audio Danley unico in Asia, gia Club of the Week su Resident Advisor (handle corretto dopo verifica: era sbagliato)",Certain
Casa Dao,Hong Kong,Musica,https://www.instagram.com/casadao_hk,Serate club ogni sabato notte a Sheung Wan (handle corretto dopo verifica: era sbagliato),Certain
Bogotrax,Bogotá,Musica,https://www.instagram.com/bogotrax,Festival/collettivo musica elettronica sperimentale. Handle corretto dopo verifica.,Certain
Cincuentacincuenta,Medellín,Musica,https://www.instagram.com/cincuentacincuenta.mde,Collettivo/venue musica elettronica,Certain
Attack Fest / AKC Attack,Zagabria,Misto,https://www.instagram.com/akcattack,"Centro culturale autonomo, festival/eventi",Certain
Alter,Aarhus,Musica,https://www.instagram.com/alter.festival,Festival musica trasgressiva/avventurosa e arte. Handle corretto dopo verifica.,Certain
Le Sucre,Lione,Misto,https://www.instagram.com/lesucrelyon,"Ex raffineria di zucchero, ora spazio arte/musica/club",Certain
Actoral / La Cômerie,Marsiglia,Arte,https://www.instagram.com/festivalactoral,Festival arti performative/teatro/danza,Certain
AMI Marseille,Marsiglia,Musica,https://www.instagram.com/ami_marseille,"Associazione musiche innovatrices, sala concerti",Certain
Ballet National de Marseille,Marsiglia,Arte,https://www.instagram.com/balletnationaldemarseille,Compagnia di danza contemporanea,Certain
Boundless,Marsiglia,Musica,https://www.instagram.com/boundless_collectif,Collettivo rave alternativi. Handle corretto dopo verifica (era sbagliato).,Certain
Docks des Suds,Marsiglia,Musica,https://www.instagram.com/docksdessuds,"Sala concerti, sede del festival Marsatac",Certain
Ikse Ikse,Marsiglia,Musica,https://www.instagram.com/ikseikse,Collettivo/promoter musica elettronica,Certain
Local Warming Festival,Marsiglia,Musica,https://www.instagram.com/localwarmingfestival,Festival musica elettronica,Certain
Marsatac,Marsiglia,Musica,https://www.instagram.com/marsatac,Grande festival musicale ai Docks des Suds,Certain
Metaphore Collectif,Marsiglia,Misto,https://www.instagram.com/metaphore.collectif,Collettivo artistico (gia in TO-DO/COLLETTIVI della lista originale). Handle corretto dopo verifica (era sbagliato).,Certain
Scopitone Festival,Nantes,Digital art,https://www.instagram.com/stereolux_scopitone,"Festival culture elettroniche/arti digitali, organizzato da Stereolux. Handle corretto dopo verifica.",Certain
3537,Parigi,Musica,https://www.instagram.com/3537org,Spazio associativo musica/arte,Certain
Bourse de Commerce,Parigi,Arte,https://www.instagram.com/boursedecommerce,Museo arte contemporanea (Fondazione Pinault),Certain
Centre Culturel Irlandais,Parigi,Arte,https://www.instagram.com/ccirlandais,"Centro culturale, eventi/musica/arte",Certain
La Gaîté Lyrique,Parigi,Digital art,https://www.instagram.com/gaitelyrique,Centro cultura digitale/musica/arte,Certain
La Station - Gare des Mines,Parigi,Misto,https://www.instagram.com/stationgaredesmines,Ex stazione merci riconvertita in spazio arte/musica. Handle corretto dopo verifica.,Certain
Rinse France,Parigi,Musica,https://www.instagram.com/rinsefrance,Radio/collettivo musica elettronica/bass,Certain
Césaré,Reims,Musica,https://www.instagram.com/cesare_cncm,Centro nazionale creazione musicale,Certain
Maintenant Festival,Rennes,Digital art,https://www.instagram.com/maintenant_festival,Festival musica elettronica/arti digitali. Handle corretto dopo verifica.,Certain
La Communale,Saint-Ouen (Parigi),Misto,https://www.instagram.com/lacommunalesaintouen,Spazio culturale/musica,Certain
Karmen Camina,Strasburgo,Musica,https://www.instagram.com/karmen.camina,Collettivo/venue musica,Certain
4GB Festival,Tbilisi,Musica,https://www.instagram.com/4gbfestival,"Festival musica elettronica dal 2011, dedicato al DJ georgiano Gio Bakanidze. Handle corretto dopo verifica.",Certain
Golden Pudel,Amburgo,Musica,https://www.instagram.com/pudel_com,Storico club underground sul porto. Handle corretto dopo verifica (era sbagliato).,Certain
MS Stubnitz,Amburgo,Musica,https://www.instagram.com/ms.stubnitz,Nave rompighiaccio riconvertita in venue concerti/club. Handle corretto dopo verifica.,Certain
6*Festival,Bayreuth,Musica,https://www.instagram.com/6festival_bayreuth,Festival musicale,Certain
90mil,Berlino,Musica,https://www.instagram.com/90mil___,Spazio multidisciplinare (arte/teatro/radio/ceramica/musica). Handle corretto dopo verifica.,Certain
ÆDEN,Berlino,Musica,https://www.instagram.com/aedenberlin,Club musica elettronica,Certain
Berghain / Säule / Kantine,Berlino,Musica,https://www.instagram.com/berghain_oberbaumbridge,Complesso club techno leggendario,Likely
CTM Festival,Berlino,Digital art,https://www.instagram.com/ctmfestival,Festival musica elettronica sperimentale/arti digitali. Handle confermato dal link diretto dell'utente.,Certain
Fitzroy,Berlino,Musica,https://www.instagram.com/fitzroy_berlin,Club/bar musica elettronica,Certain
Kesselhaus,Berlino,Musica,https://www.instagram.com/kesselhaus_berlin,Sala concerti nella ex fabbrica di birra Kulturbrauerei,Certain
Kwia,Berlino,Musica,https://www.instagram.com/kwia.berlin,"CHIUSO il 25 luglio 2026 (listening bar ambient a Neukolln dal 2021, affitto insostenibile). Handle corretto dopo verifica.",Certain
MONOM,Berlino,Digital art,https://www.instagram.com/monomstudios,"Studio arte sonora spaziale/digitale al Funkhaus Berlin, primo sistema 4DSOUND. Handle corretto dopo verifica.",Certain
Ohm,Berlino,Musica,https://www.instagram.com/ohm_berlin,Club musica elettronica sperimentale,Certain
Refuge Worldwide,Berlino,Musica,https://www.instagram.com/refugeworldwide,Web radio musica elettronica,Certain
RSO Berlin,Berlino,Musica,https://www.instagram.com/rso.berlin,Collettivo/serate club,Certain
SFX Berlin,Berlino,Digital art,https://www.instagram.com/sfx_berlin,Organizzazione arte multimediale fondata da Zoe Mcpherson,Certain
Urbane Künste Ruhr,Bochum,Arte,https://www.instagram.com/urbanekuensteruhr,Istituzione arte pubblica/urbana nella Ruhr,Certain
Gewölbe,Colonia,Musica,https://www.instagram.com/gewoelbe_koeln,Club techno underground,Certain
Cosmo Festival,Dortmund,Musica,https://www.instagram.com/cosmo_festival,Festival musicale. Handle probabilmente corretto dopo verifica parziale (localita esatta da confermare).,Likely
New Now Festival / Zeche Zollverein,Essen,Digital art,https://www.instagram.com/newnow_festival,Festival musica/arte digitale in ex miniera patrimonio UNESCO. Handle corretto dopo verifica.,Certain
MusikZentrum,Hannover,Musica,https://www.instagram.com/musikzentrum_hannover,Centro musicale/sala concerti,Certain
ZiMMT,Lipsia,Musica,https://www.instagram.com/z.i.m.m.t,"Centro per arte multimediale immersiva, musica e tecnologia. Handle corretto dopo verifica.",Certain
Hospiz,Neumarkt,Misto,https://www.instagram.com/hospiz.neumarkt,Spazio culturale/musica,Certain
Open Ground,Wuppertal,Musica,https://www.instagram.com/openground.club,Club musica elettronica,Certain
Predator,Fukuoka,Musica,https://www.instagram.com/predator_fukuoka,Club musica elettronica,Certain
Club Ondo,Hiroshima,Musica,https://www.instagram.com/club_ondo,Club musica elettronica,Certain
ROBOT Festival,Bologna,Digital art,https://www.instagram.com/robotfestival,Festival musica elettronica/arti digitali,Certain
Hacienda / Klang,Roma,Musica,https://www.instagram.com/hacienda.roma,Serata/collettivo al Pigneto (possibile evoluzione o serata gemella di Klang),Likely
Argo16,Venezia,Arte,https://www.instagram.com/argo16_venezia,Spazio arte/eventi indipendente (Associazione Spazio Aereo). Handle corretto dopo verifica (era sbagliato).,Certain
Cosmo,Venezia,Musica,https://www.instagram.com/cosmo.venice,Club/collettivo musica elettronica,Certain
Rotondes,Lussemburgo,Misto,https://www.instagram.com/rotondes,"Ex rimessa treni, ora centro culturale multidisciplinare",Certain
MUTEK México,Città del Messico,Digital art,https://www.instagram.com/mutekmx,Festival internazionale creativita digitale e musica elettronica,Certain
Ssensorial,Città del Messico,Musica,https://www.instagram.com/ssensorial.mx,Collettivo/serate musica elettronica,Certain
Túnel 90.9 FM,Città del Messico,Musica,https://www.instagram.com/ibero909fm,"Radio universitaria, programmi musica elettronica/sperimentale",Certain
SPAZ Soundsystem,Mazunte,Musica,https://www.instagram.com/spaz_soundsystem,Collettivo/soundsystem musica elettronica sulla spiaggia,Certain
EKKO Festival,Bergen,Musica,https://www.instagram.com/ekkobergen,Festival musica elettronica/sperimentale dal 2003. Handle corretto dopo verifica.,Certain
Insomnia Festival,Tromsø,Musica,https://www.instagram.com/insomniatromso,"Festival musica elettronica/sperimentale nell artico dal 2002. Handle corretto dopo verifica (esiste un altro Insomnia Festival in Portogallo, da non confondere).",Certain
Dokzaal,Amsterdam,Musica,https://www.instagram.com/dokzaal.amsterdam,Sala concerti/club,Certain
Dusty Cabinets,Amsterdam,Musica,https://www.instagram.com/dustycabinets,Collettivo/serate musica elettronica,Certain
Garage Noord,Amsterdam,Musica,https://www.instagram.com/garagenoord,Club musica elettronica sperimentale,Certain
Tillatec,Amsterdam,Musica,https://www.instagram.com/tillatec,Collettivo/etichetta musica elettronica,Certain
GOGBOT Festival,Enschede,Digital art,https://www.instagram.com/gogbot,Festival arte/tecnologia/musica,Certain
OOST,Groningen,Musica,https://www.instagram.com/oost.groningen,Club/spazio musica elettronica,Certain
Rewire Festival,LAia (Olanda),Digital art,https://www.instagram.com/rewirefestival,Festival musica sperimentale/arti digitali,Certain
Noods Radio,Bristol,Musica,https://www.instagram.com/noodsradio,Web radio musica elettronica,Certain
Saffron Recordings,Bristol,Musica,https://www.instagram.com/saffronrecordings,Etichetta/collettivo musica elettronica,Certain
Corsica Studios,Londra,Musica,https://www.instagram.com/corsica.studios,Club musica elettronica underground,Certain
Free Mvmts,Londra,Musica,https://www.instagram.com/freemvmts,Collettivo/serate musica elettronica,Certain
ICA (Institute of Contemporary Arts),Londra,Arte,https://www.instagram.com/icalondon,"Istituto arte contemporanea dal 1946, eventi multidisciplinari. Handle corretto dopo verifica.",Certain
Stone Nest,Londra,Misto,https://www.instagram.com/stonenest.london,Ex chiesa riconvertita in spazio arte/musica,Certain
Venue MOT,Londra,Arte,https://www.instagram.com/venuemot,Spazio arte contemporanea,Certain
The White Hotel,Manchester,Musica,https://www.instagram.com/m3_7lw,"Storico club underground a Salford dal 2015, CHIUSURA ANNUNCIATA per inizio 2027. Handle corretto dopo verifica (era sbagliato).",Certain
Fuchs2,Praga,Musica,https://www.instagram.com/fuchs2stvanice,"Venue musica avventurosa su un isola nel centro di Praga, legato a Creepy Teepee Festival. Handle corretto dopo verifica (era sbagliato).",Certain
Synth Library Prague,Praga,Musica,https://www.instagram.com/synthlibraryprague,"Collezione/collettivo dedicato ai synth, eventi",Certain
Razzmatazz,Barcellona,Musica,https://www.instagram.com/razzmatazzclubs,"Storico club multi-sala dal 2000, 5 sale, capacita 2100+. Handle corretto dopo verifica (era sbagliato).",Certain
L.E.V. Festival,Gijón,Digital art,https://www.instagram.com/levfestival,Festival musica elettronica/arti audiovisive,Certain
Curtocircuíto,Santiago de Compostela,Arte,https://www.instagram.com/curtocircuito_festival,"Festival internazionale di cortometraggi, con sezione musica/arte. Handle corretto dopo verifica.",Certain
Intonal Festival,Malmö,Musica,https://www.instagram.com/intonalfestival,Festival musica elettronica sperimentale (gia in Festival della lista originale),Certain
PLX,Malmö,Musica,https://www.instagram.com/plxplxplx,Collettivo/festival musica elettronica. Handle corretto dopo verifica.,Certain
Norbergfestival,Norberg,Musica,https://www.instagram.com/norbergfestival,Festival techno/elettronica sperimentale in un ex villaggio minerario,Certain
TraTra Festival,Basilea,Musica,https://www.instagram.com/tratrafestival,Festival musica elettronica/sperimentale,Certain
Dachstock,Berna,Musica,https://www.instagram.com/dachstock_reitschule,Sala concerti nella Reitschule. Handle corretto dopo verifica.,Certain
The Sound Dome (Zene Háza),Budapest,Musica,https://www.instagram.com/zenehazabp,Sala concerti/istituzione musicale,Certain
Unlocked,Barcellona,Musica,https://www.instagram.com/unlocked_bcn,"Serate hard techno/hard groove dal 2020 (era nella lista come ""Unlocked_bcn"")",Certain
Casa dels Contes,Barcellona,Arte,https://www.instagram.com/casadelscontes,"Piccolo teatro a Gràcia: spettacoli, concerti, magia, burattini",Certain
Valkiria Hub Space,Barcellona,Misto,https://www.instagram.com/valkiriahubspace,"Sale eventi multifunzionali a Poblenou (possibile evoluzione di ""Valkiria IFF"")",Certain
Den Anden Side,Copenhagen,Musica,https://www.instagram.com/den_anden_side_cph,"Club electronic community-based, successore di Ved Siden Af (chiuso)",Certain
Creepy Teepee Festival,Praga,Musica,https://www.instagram.com/creepyteepeefestival,"Festival artist-run dal 2009 (ex Kutná Hora, dal 2026 a Praga su Štvanice Island, legato al club Fuchs2)",Certain
Shotgun Festival,Hrádek nad Nisou,Musica,https://www.instagram.com/shtgnfestival,"Festival techno/hardgroove/bass dove si incontrano Cechia, Germania e Polonia. Handle fornito dall'utente e verificato.",Certain
L'Envers,Marrakech,Musica,https://www.instagram.com/lenversmarrakech,"Bar electro di riferimento a Guéliz dal 2017, usato anche per prenotazioni via DM",Certain
Faktory'z,Marrakech,Musica,https://www.instagram.com/faktoryzmarrakech,Locale party latino-marocchino con DJ set,Certain
Atlas Electronic,Marrakech,Musica,https://www.instagram.com/atlaselectronic,"Festival musicale marocchino-olandese annuale, musica underground e collaborazioni cross-culturali",Certain
Harvest Festival Marrakech,Marrakech,Musica,https://www.instagram.com/harvest_marrakech,"Festival che porta in scena progetti come Tekchbila (musica elettronica + amazigh), prossima edizione ottobre 2026",Certain
Meydene,Marrakech,Arte,https://www.instagram.com/meydene.marrakech,"Spazio immersivo/teatro su M-Avenue, ospita concerti ed eventi culturali (es. Tekchbila)",Certain
BIRO,Podgorica,Musica,https://www.instagram.com/biro_club,"Night club techno, partner ufficiale Funktion-One, giardino estivo con DJ internazionali, 21+",Certain
Monkey Club,Podgorica,Musica,https://www.instagram.com/monkeyclub_pg,"Club/live venue, ospita anche concerti metal internazionali",Certain
CKZ Ribnica,Podgorica,Misto,https://www.instagram.com/ribnicackz,"Centro Culturale in ex ristorante storico, eventi live (attenzione: esiste anche @ckzribnica, verificare quale sia attivo)",Likely
